"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"w***8","PLUS会员","star5","送货快，安装服务好，点个赞","2018-11-03 12:44","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.3844298"
"w***8","PLUS会员","star5","送货很快，安装师傅服务很好，还帮忙在外墙移机，好评","2018-11-03 12:40","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.4304623"
"w***9","PLUS会员","star5","周四晚上十二点抢的，周四上午就送到了，好快啊！今天师傅来安装，服务态度很好！家里用过美的，感觉很好！造型很漂亮！","2018-11-03 10:59","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.4945037"
"j***0","PLUS会员","star5","此用户未填写评价内容","2018-11-03 10:08","0","1","[购买2天后追评]","物流速度快，0点下单，11点到货，下午安装人员就可以过来安装。包装完整，三位安装师傅持证上岗。安装后开机试了下，站机子前风感也不强，确实不错。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.5475388"
"M***亲",,"star5","精挑细选，终于选到喜欢的，配制也高，物流很快，短短一天时间就到，收到货后体验一天后才品论，今年冬天有你就不冷了，3P的风流了很好，出风口那块很喜欢，家有小孩那出风口那块设置很安全也很新颖，","2018-11-03 08:31","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:22.6065792"
"S***虎","PLUS会员","star5","刚收到货，还没有安装，不过相信美的的品质，后续使用情况再追评。","2018-11-02 22:06","0","0","[购买1天后追评]",,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:37.8357648"
"蜗***6","PLUS会员","star5","安装的快又好","2018-11-02 17:53","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:37.8687863"
"j***3",,"star5","昨天下的单，今天就送到了，而且送到没多久安装人员就打电话问什么时候有时间安装，卖家服务好态度很不错，东西有待使用后在来追评啊安装人员服务也很好的，辛苦了好几个小时才安装完毕，活动价买的昨天买完今天就涨价了","2018-11-02 17:29","0","0","[购买1天后追评]","不得不夸下这款美的立体无风感的空调外观设计的非常完美，圆柱形的外观给人一种非常好的视觉效果，外表颜色更是稳重大气，当然买空调性能是最主要的了，选择空调最重要的就要看使用起来性价比如何了，先说我家客厅比较大，所以选择的是大三匹，客厅和餐厅是一体的，空间太大的话考虑买小匹的会带不动整体客厅和餐厅，听完客服的建议和耐心解答，最后确定下单大三匹拿下，回到功能上，开启暖风不到五分钟全屋大面积热气腾腾，简直不要太速度啊太好了。这个冬天有它一个就够了。客服人员和安装人员服务态度都很好，感谢京东美的自营店，这个冬天会很温暖的。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:37.9038091"
"j***6","PLUS会员","star5","此用户未填写评价内容","2018-11-02 16:07","0","0","[购买4天后追评]","空调很漂亮，大气美观，制冷割热非常快，基本上听不到声音，真的非常安静。无风感非常不错，老人小孩再也不怕直接吹到凉风了。","https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:37.9408335"
"j***y","PLUS会员","star5","外观非常漂亮！夜色也好看，京东服务配送非常快，送风效果也非常好，空调声音非常小静音效果值得赞，送风效果也舒服！制冷制热速度也非常快","2018-11-02 15:48","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:37.9978729"
"j***b",,"star5","安装和配送是一起的 安装师傅真不容易 大中午没吃饭帮忙安装调试 而且是高空作业 没有收取任何费用 目前空调各位性能良好","2018-11-02 13:09","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:38.1549780"
"天***天",,"star5","家里装修，先买了客厅的空调，安装好后试了一下，没发现什么问题，因为要等以后住进去，所以体验不了，看着还可以，安装师傅也还不错","2018-11-02 12:41","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:38.2010078"
"S***R",,"star5","安裝服務非常好","2018-11-02 12:17","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:38.2430359"
"Q***2","PLUS会员","star5","不错，高端大气，安装师傅很快就给装完了，试运行声音不大，十分满意","2018-11-02 09:37","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:38.2920699"
"j***y",,"star5","空调是喜欢的样式","2018-11-01 20:19","0","1",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:38.3421037"
"c***v","PLUS会员","star5","今天凌晨下的单。这么快就安装完成了！速度很快，非常不错的一次购物，京东小哥棒棒哒。下次还选京东","2018-11-01 16:11","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.6133159"
"哼***怪","PLUS会员","star5","选择国内一线品牌美的空调性价比最高，趁这年底大促正好买买买舒适星价格合适。外观上设计简洁，圆柱体不占空间，很有质感。性能也很棒，制冷制热都很快，3p完全够用。无风感功能很特别，避免直吹不舒服。送货很快，客服会提前联系确认上门时间。没有任何额外费用又省了一笔。安装师傅也非常专业，细心周到，满意，点赞~","2018-11-01 16:10","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.6523423"
"z***h","PLUS会员","star5","关注各家3P大空调很久了，最终还是选择了美的。大品牌，性价比高，质量也没的说，维修服务有保障。这款舒适星属于美的的高端机，整机观感让人非常愉悦，色彩搭配浑然天成，最新的无风感技术，加上wifi连接和一级变频，科技感十足。空调安装也很完美，师傅技术娴熟，服务周到，整个过程一气呵成，非常放心。一句话，美的空调，值得信赖！","2018-11-01 15:25","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.6953731"
"茂***森",,"star5","安装好以后马上调试，外观白色看着很清爽，开机后声音很小，基本听不到声音，对产品和服务都很满意!宝贝试用取暖一天很好，噪声很小。比较满意，客服很耐心，咖啡，回答我提出的问题，使我对宝贝更加了解，对安装，收费等问题有了进一步的了解，很满意。物流比較快四天送到，第二天就来安装，比较及对安装态度很好，收费现范合理，很满意。宝贝的质量怎样，安装质量如何得明年使用一段时间再续评!安装师傅非常专业，连卫生都打扫干净了。很满意！我家在北方，主要为了辅助取暖的，这款空调特别好用，有了它，温暖多了，很舒适，外形也很美观，操作也非常的简单，而且很容易上手！","2018-11-01 13:26","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.7323949"
"j***2","PLUS会员","star5","颜值高，制冷效果快，无风感功能不错！","2018-11-01 12:58","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.7654176"
"j***5",,"star5","空调服务满意","2018-11-01 12:51","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.8104480"
"捉***滴",,"star5","东西是不错的，送货晚了一天也算及时吧！安装人员操作也都比较规范，但是不得不吐槽的是，在全部平台都在“*元安装”的市场背景下，京东自营两台空调一挂一柜居然收了我*的安装费?高空费*，打孔*，拆纱窗*，支架250……枉我把*元安装那边退款了来的这里，只怪自己傻","2018-11-01 09:37","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.8484734"
"5***8",,"star5","发货快，服务好，美的的产品，值得拥有。","2018-11-01 08:17","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.8864986"
"5***8",,"star5","发货快，服务好，美的的产品，值得拥有。","2018-11-01 08:16","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.9295273"
"5***8",,"star5","发货快，服务好，美的的产品，值得拥有。","2018-11-01 08:15","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:27:53.9765585"
"林***琳","PLUS会员","star5","我最喜欢美的的无风感变频空调，解决了家人怕吹冷风的问题。","2018-10-31 23:40","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:28:09.2307599"
"j***h",,"star5","京东送货速度还是一流的，空调很棒，安装师傅很专业，客服妹妹处理问题也很及时，很愉快的一次购物","2018-10-31 20:05","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:28:09.2657836"
"嘿***嘻",,"star5","非常满意 感谢安装师傅的服务","2018-10-31 17:43","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:28:09.3098127"
"胡***伦","PLUS会员","star5","外观很漂亮！不占空间！颜色跟我家里也很搭！完美","2018-10-30 18:20","0","0",,,"https://item.jd.com/6415295.html#comment","【美的KFR-72LW/WYSN8A1@】美的（Midea）3匹 舒适星 超一级能效 无风感 变频冷暖 立式 客厅圆柱空调柜机 KFR-72LW/WYSN8A1@【行情 报价 价格 评测】-京东","2018-12-14 18:28:09.3588461"
